node_id,level_1_code,level_1_name,level_2_code,level_2_name,level_3_code,level_3_name,remark,source_pdf_page,source_anomaly
db44t2479-2024:0510:051004,05,交通运输,0510,车辆管理,051004,机动车手续,机动车年检、上牌、过户、报废问题咨询等诉求,15,
db44t2479-2024:0510:051005,05,交通运输,0510,车辆管理,051005,渣土车及大型车管理,对渣土车及大型车驾驶行为的相关诉求,15,
db44t2479-2024:0510:051006,05,交通运输,0510,车辆管理,051006,货车通行证,证件办理咨询、行为监督投诉等诉求,15,
db44t2479-2024:0510:051007,05,交通运输,0510,车辆管理,051007,车辆保险,对车辆保险办理、出险等方面的诉求,15,
db44t2479-2024:0510:051008,05,交通运输,0510,车辆管理,051008,车辆补贴,报废车辆和新能源车辆补贴等诉求,15,
db44t2479-2024:0510:051009,05,交通运输,0510,车辆管理,051009,非机动车手续,非机动车年检、上牌、过户、报废问题的诉求,15,
db44t2479-2024:0510:051010,05,交通运输,0510,车辆管理,051010,非法营运,对黑车等非法营运车辆的相关诉求,15,
db44t2479-2024:0510:051011,05,交通运输,0510,车辆管理,051011,驾考管理,驾校管理、考场管理、驾驶员考试等诉求,15,
db44t2479-2024:0510:051012,05,交通运输,0510,车辆管理,051012,驾驶证管理,驾驶证办理、审查等诉求,15,
db44t2479-2024:0510:051099,05,交通运输,0510,车辆管理,051099,其他车辆管理,未列入上述内容的其他车辆管理相关诉求,15,
db44t2479-2024:0511:051101,05,交通运输,0511,道路管理,051101,交通事故,涉及交通事故相关诉求,15,
db44t2479-2024:0511:051102,05,交通运输,0511,道路管理,051102,交通拥堵,对交通拥堵状况的反映，交通疏导请求等诉求,15,
db44t2479-2024:0511:051103,05,交通运输,0511,道路管理,051103,交通管制,对交通管制的相关诉求,15,
db44t2479-2024:0511:051104,05,交通运输,0511,道路管理,051104,交通违章,对交通违章行为的举报、相关信息查询等方面的诉求,15,
db44t2479-2024:0511:051105,05,交通运输,0511,道路管理,051105,停车场管理,市内普通停车场的车辆停放、安保服务等诉求,15,
db44t2479-2024:0511:051106,05,交通运输,0511,道路管理,051106,公共交通失物招领,在公交车、出租车、轨交等公共交通工具上遗失或捡到物品等方面的诉求,16,
db44t2479-2024:0511:051107,05,交通运输,0511,道路管理,051107,故障救援,高速公路救援、市内道路救援等诉求,16,
db44t2479-2024:0511:051108,05,交通运输,0511,道路管理,051108,违规使用机动车,行为监督投诉等诉求,16,
db44t2479-2024:0511:051109,05,交通运输,0511,道路管理,051109,警示标志设置,对道路施工或车辆事故未及时设置警示标志或不明显等情况的诉求,16,
db44t2479-2024:0511:051110,05,交通运输,0511,道路管理,051110,限高标志,对桥梁、涵洞等处设置的道路通行最高限额的道路警示标志（破损、缺失、变形、倾斜、内容错误）问题反应等诉求,16,
db44t2479-2024:0511:051111,05,交通运输,0511,道路管理,051111,车乱停放,对车乱停放的相关诉求,16,
db44t2479-2024:0511:051199,05,交通运输,0511,道路管理,051199,其他道路管理,未列入上述内容的其他道路管理相关诉求,16,
db44t2479-2024:0512:051201,05,交通运输,0512,挪车服务,051201,占道挪车,在小区以外的道路停车被堵、要求挪车的诉求,16,
db44t2479-2024:0512:051202,05,交通运输,0512,挪车服务,051202,小区挪车,小区内停车被堵，要求挪车的诉求,16,
db44t2479-2024:0512:051299,05,交通运输,0512,挪车服务,051299,其他挪车服务,未列入上述内容的其他挪车服务相关诉求,16,
db44t2479-2024:0513:051301,05,交通运输,0513,其他交通出行类,051301,ETC,ETC的办理、缴费等诉求,16,
db44t2479-2024:0513:051399,05,交通运输,0513,其他交通出行类,051399,其他交通出行,未列入上述内容的其他交通出行类相关诉求,16,
db44t2479-2024:0601:060101,06,农林牧渔,0601,农业管理,060101,农民权益保障,有关农民权益保障的诉求,16,
db44t2479-2024:0601:060102,06,农林牧渔,0601,农业管理,060102,村民选举,有关村民选举宣传投票的相关诉求,16,
db44t2479-2024:0601:060103,06,农林牧渔,0601,农业管理,060103,村务公开,有关村务信息公开的相关诉求,16,
db44t2479-2024:0601:060104,06,农林牧渔,0601,农业管理,060104,农业资源,有关农业自然资源和农业经济资源的咨询等诉求,16,
db44t2479-2024:0601:060105,06,农林牧渔,0601,农业管理,060105,农田灌溉,有关农业耕作区进行灌溉作业的相关诉求,16,
db44t2479-2024:0601:060106,06,农林牧渔,0601,农业管理,060106,土地承包,有关土地承包期限、合同、保护的咨询等诉求,16,
db44t2479-2024:0601:060107,06,农林牧渔,0601,农业管理,060107,粮油收购,有关粮油最低收购价格、销售交易的咨询等诉求,16,
db44t2479-2024:0601:060108,06,农林牧渔,0601,农业管理,060108,粮站管理,有关粮站管理的诉求,16,
db44t2479-2024:0601:060109,06,农林牧渔,0601,农业管理,060109,农资管理,有关农资管理质量检测、监管信息咨询等诉求,16,
db44t2479-2024:0601:060110,06,农林牧渔,0601,农业管理,060110,农技指导,有关农业技术指导的诉求,16,
db44t2479-2024:0601:060111,06,农林牧渔,0601,农业管理,060111,农业机械化,有关农业机械装备的诉求,16,
db44t2479-2024:0601:060112,06,农林牧渔,0601,农业管理,060112,农副产品加工,有关农副产品加工的诉求,16,
db44t2479-2024:0601:060113,06,农林牧渔,0601,农业管理,060113,非法种植,有关在不允许种植的区域内种植各类植物、作物行为的诉求,16,
db44t2479-2024:0601:060199,06,农林牧渔,0601,农业管理,060199,其他农业,未列入上述内容的其他农业相关诉求,16,
db44t2479-2024:0602:060201,06,农林牧渔,0602,林业管理,060201,园林绿化,对行道树、古树、绿地、绿化维护设施、绿化供水设备、雕塑、喷泉、街头坐椅等问题的诉求,16,
db44t2479-2024:0602:060202,06,农林牧渔,0602,林业管理,060202,林业生产经营,许可证办理、经营问题的诉求,16,
db44t2479-2024:0602:060203,06,农林牧渔,0602,林业管理,060203,林业科技,林业科技事项的咨询、业务办理等诉求,16,
db44t2479-2024:0602:060204,06,农林牧渔,0602,林业管理,060204,林业病虫害,资质办理咨询、投诉等诉求,16,
db44t2479-2024:0602:060299,06,农林牧渔,0602,林业管理,060299,其他林业管理,未列入上述内容的其他林业相关诉求诉求,16,
db44t2479-2024:0603:060301,06,农林牧渔,0603,渔业管理,060301,渔业养殖,有关渔业养殖的诉求,16,
db44t2479-2024:0603:060302,06,农林牧渔,0603,渔业管理,060302,非法捕捞,对违法电鱼、在休渔期捕鱼等非法捕捞的诉求,16,
db44t2479-2024:0603:060303,06,农林牧渔,0603,渔业管理,060303,休渔期管理,有关休渔期管理的相关诉求,17,
db44t2479-2024:0603:060304,06,农林牧渔,0603,渔业管理,060304,海域使用秩序,有关海域使用秩序的相关诉求,17,
db44t2479-2024:0603:060305,06,农林牧渔,0603,渔业管理,060305,海岛生态保护,有关海岛生态保护的相关诉求,17,
db44t2479-2024:0603:060306,06,农林牧渔,0603,渔业管理,060306,海岛使用,有关海岛使用的诉求,17,
db44t2479-2024:0603:060399,06,农林牧渔,0603,渔业管理,060399,其他渔业,未列入上述内容的其他渔业管理相关诉求,17,
db44t2479-2024:0604:060401,06,农林牧渔,0604,畜牧业管理,060401,动物防疫,有关动物疫情的诉求,17,
db44t2479-2024:0604:060402,06,农林牧渔,0604,畜牧业管理,060402,家畜禽类屠宰,有关家畜禽类屠宰安全问题咨询、举报等诉求,17,
db44t2479-2024:0604:060499,06,农林牧渔,0604,畜牧业管理,060499,其他畜牧业,未列入上述内容的其他畜牧业相关诉求,17,
db44t2479-2024:0701:070101,07,公共安全,0701,出入境管理,070101,护照办理,普通护照、港澳台湾等护照办理等诉求,17,
db44t2479-2024:0701:070102,07,公共安全,0701,出入境管理,070102,赴港澳定居,夫妻团聚、偕行子女、照顾父母、老人投靠、儿童投靠、香港或者澳门永久居民子女、香港超龄子女、澳门超龄子女等情况的诉求,17,
db44t2479-2024:0701:070103,07,公共安全,0701,出入境管理,070103,赴港澳台签注,旅游签注、台胞证、回乡证、一次性出入境证件、恢复国籍申办等诉求,17,
db44t2479-2024:0701:070104,07,公共安全,0701,出入境管理,070104,边防证,业务办理、监督投诉等诉求,17,
db44t2479-2024:0701:070105,07,公共安全,0701,出入境管理,070105,境外人员出入境业务,业务办理、监督投诉等诉求,17,
db44t2479-2024:0701:070199,07,公共安全,0701,出入境管理,070199,其他出入境管理,未列入上述内容的其他出入境相关诉求,17,
db44t2479-2024:0702:070201,07,公共安全,0702,户政管理,070201,身份证办理,身份证补换领，临时身份证明等诉求,17,
db44t2479-2024:0702:070202,07,公共安全,0702,户政管理,070202,居住证办理,居住证办理、补换领等诉求,17,
db44t2479-2024:0702:070203,07,公共安全,0702,户政管理,070203,户口簿办理,户口的登记、迁移、注销等诉求,17,
db44t2479-2024:0702:070204,07,公共安全,0702,户政管理,070204,入户政策,入户政策的咨询等诉求,17,
db44t2479-2024:0702:070299,07,公共安全,0702,户政管理,070299,其他户政管理,未列入上述内容的其他户政管理相关诉求,17,
db44t2479-2024:0703:070301,07,公共安全,0703,社会治安,070301,公共秩序,公共场所保安、治安等诉求,17,
db44t2479-2024:0703:070302,07,公共安全,0703,社会治安,070302,人身安全,拐骗、人身侵害等诉求,17,
db44t2479-2024:0703:070303,07,公共安全,0703,社会治安,070303,公私财产安全,对公私财产管理、违法侵占等诉求,17,
db44t2479-2024:0703:070399,07,公共安全,0703,社会治安,070399,其他社会治安,未列入上述内容的其他社会治安相关诉求,17,
db44t2479-2024:0704:070401,07,公共安全,0704,消防安全,070401,消防安全检查,监管投诉等诉求,17,
db44t2479-2024:0704:070402,07,公共安全,0704,消防安全,070402,消防安全违法行为,行为监管投诉等诉求,17,
db44t2479-2024:0704:070403,07,公共安全,0704,消防安全,070403,火灾隐患,火灾情况反映等诉求,17,
db44t2479-2024:0704:070404,07,公共安全,0704,消防安全,070404,消防救援,消防情况反映等诉求,17,
db44t2479-2024:0704:070405,07,公共安全,0704,消防安全,070405,火灾事故调查,火灾事故调查相关诉求,17,
db44t2479-2024:0704:070499,07,公共安全,0704,消防安全,070499,其他消防安全,未列入上述内容的其他消防安全相关诉求,17,
db44t2479-2024:0705:070501,07,公共安全,0705,生产安全,070501,经营场所,业务办理相关咨询、问题投诉等诉求,17,
db44t2479-2024:0705:070502,07,公共安全,0705,生产安全,070502,经营设备安全,业务办理、监管投诉等诉求,17,
db44t2479-2024:0705:070503,07,公共安全,0705,生产安全,070503,安全作业,情况反映、监管投诉等诉求,17,
db44t2479-2024:0705:070599,07,公共安全,0705,生产安全,070599,其他生产安全,未列入上述内容的其他生产安全相关诉求,17,
db44t2479-2024:0706:070601,07,公共安全,0706,网络安全,070601,系统安全,信息安全等级保护备案、计算机信息网络联网备案、网络违法犯罪举报、违法网站举报等诉求,18,
db44t2479-2024:0706:070602,07,公共安全,0706,网络安全,070602,信息安全,窃听、冒充、诈骗举报，权限、密码泄漏，信息泄露，利益和隐私保护等诉求,18,
db44t2479-2024:0706:070699,07,公共安全,0706,网络安全,070699,其他网络安全,未列入上述内容的其他网络安全相关诉求,18,
db44t2479-2024:0707:070701,07,公共安全,0707,自然灾害,070701,气象灾害,台风、水浸、冰雹等气象灾害问题咨询等诉求,18,
db44t2479-2024:0707:070702,07,公共安全,0707,自然灾害,070702,地质灾害,泥石流、山体滑坡等地质灾害情况反映、咨询、事故调查等诉求,18,
db44t2479-2024:0707:070703,07,公共安全,0707,自然灾害,070703,海洋灾害,风暴潮、海浪、海冰、海雾飓风、海啸等灾害情况反映、咨询等诉求,18,
db44t2479-2024:0707:070704,07,公共安全,0707,自然灾害,070704,生物灾害,虫害、病害等相关诉求,18,
db44t2479-2024:0707:070705,07,公共安全,0707,自然灾害,070705,森林火灾,森林火灾情况反映、事故调查等诉求,18,
db44t2479-2024:0707:070706,07,公共安全,0707,自然灾害,070706,地震灾害,地震情况反映、相关事务咨询、事故调查等诉求,18,
db44t2479-2024:0707:070799,07,公共安全,0707,自然灾害,070799,其他自然灾害,未列入上述内容的其他自然灾害相关诉求,18,
db44t2479-2024:0708:070801,07,公共安全,0708,食品安全,070801,餐饮店卫生,对餐饮店卫生问题的相关诉求,18,
db44t2479-2024:0708:070802,07,公共安全,0708,食品安全,070802,生产作坊卫生,对生产作坊卫生问题的相关诉求,18,
db44t2479-2024:0708:070803,07,公共安全,0708,食品安全,070803,食物中毒,对食物致人中毒等诉求,18,
db44t2479-2024:0708:070804,07,公共安全,0708,食品安全,070804,食品添加剂,对食品添加剂的相关诉求,18,
db44t2479-2024:0708:070805,07,公共安全,0708,食品安全,070805,食品认证,对无食品认证或认证虚假问题等方面的诉求,18,
db44t2479-2024:0708:070899,07,公共安全,0708,食品安全,070899,其他食品安全,未列入上述内容的其他食品安全相关诉求,18,
db44t2479-2024:0709:070901,07,公共安全,0709,特种设备,070901,电梯问题,电梯停运、故障、人员围困等诉求,18,
db44t2479-2024:0709:070902,07,公共安全,0709,特种设备,070902,液化气钢瓶问题,液化气钢瓶生产、使用、运输、隐患问题等诉求,18,
db44t2479-2024:0709:070903,07,公共安全,0709,特种设备,070903,特种设备人员许可,特种设备人员许可证件等诉求,18,
db44t2479-2024:0709:070999,07,公共安全,0709,特种设备,070999,其他特种设备,未列入上述内容的其他特种设备问题相关诉求,18,
db44t2479-2024:0710:071001,07,公共安全,0710,人民防空,071001,人防工程建设,人防工程建设、安全隐患问题投诉等诉求,18,
db44t2479-2024:0710:071002,07,公共安全,0710,人民防空,071002,应急救援包,对应急救援包的相关诉求,18,
db44t2479-2024:0710:071003,07,公共安全,0710,人民防空,071003,防空警报,对防空警报（平时用于抗灾救灾和突发事故情况下的灾情预报和紧急报知战时用于人民防空）的相关诉求,18,
db44t2479-2024:0710:071004,07,公共安全,0710,人民防空,071004,疏散演练,对疏散演练（部门、单位、团体，组织相关应急人员和群众，针对突发事件的假想情景，按照应急预案所规定的职责和程序，在特定的时间和地域执行应急响应任务的训练活动）的相关诉求,18,
db44t2479-2024:0710:071099,07,公共安全,0710,人民防空,071099,其他人防工程,未列入上述内容的其他人防工程相关诉求,18,
db44t2479-2024:0711:071101,07,公共安全,0711,国防军事,071101,国防教育,对国防教育（国家对全体公民进行的具有特定目的和内容的普及性教育活动）的相关诉求,18,
db44t2479-2024:0711:071102,07,公共安全,0711,国防军事,071102,国防安全,对国防安全教育（对全民传授与国防有关的思想、知识、技能的社会活动）的咨询、建议，对危害国防安全行为的举报等诉求,19,
db44t2479-2024:0711:071103,07,公共安全,0711,国防军事,071103,武警,对武警（中国人民武装警察部队）担负国家赋予的国家内部安全保卫任务的相关诉求,19,
db44t2479-2024:0711:071104,07,公共安全,0711,国防军事,071104,军事活动,对军事活动（有组织地使用武装力量的活动）的咨询等诉求,19,
db44t2479-2024:0711:071105,07,公共安全,0711,国防军事,071105,军事设施,对军事设施的保护进行监督投诉等诉求,19,
db44t2479-2024:0711:071199,07,公共安全,0711,国防军事,071199,其他国防军事,未列入上述内容的其他国防军事相关诉求,19,
db44t2479-2024:0801:080101,08,人力资源社会保障,0801,社保统筹服务,080101,养老保险,养老保险相关诉求,19,
db44t2479-2024:0801:080102,08,人力资源社会保障,0801,社保统筹服务,080102,医疗保险,医疗保险相关诉求,19,
db44t2479-2024:0801:080103,08,人力资源社会保障,0801,社保统筹服务,080103,失业保险,失业保险相关诉求,19,
db44t2479-2024:0801:080104,08,人力资源社会保障,0801,社保统筹服务,080104,工伤保险,工伤保险相关诉求,19,
db44t2479-2024:0801:080105,08,人力资源社会保障,0801,社保统筹服务,080105,生育保险,生育保险相关诉求,19,
db44t2479-2024:0801:080106,08,人力资源社会保障,0801,社保统筹服务,080106,社保卡,社保卡的业务办理等诉求,19,
db44t2479-2024:0801:080107,08,人力资源社会保障,0801,社保统筹服务,080107,社保投诉,社保业务办理、按时足额参保缴费等投诉,19,
db44t2479-2024:0801:080108,08,人力资源社会保障,0801,社保统筹服务,080108,社保查询,社保信息查询等诉求,19,
db44t2479-2024:0801:080109,08,人力资源社会保障,0801,社保统筹服务,080109,公费医疗,业务办理、监督投诉等诉求,19,
db44t2479-2024:0801:080110,08,人力资源社会保障,0801,社保统筹服务,080110,基金监督举报,监督举报欺诈骗保、挪用贪占社保基金等诉求,19,
db44t2479-2024:0801:080199,08,人力资源社会保障,0801,社保统筹服务,080199,其他社会保障,未列入上述内容的其他社会保障相关诉求,19,
db44t2479-2024:0802:080201,08,人力资源社会保障,0802,人事工作,080201,事业编制,事业编制相关诉求,19,
db44t2479-2024:0802:080202,08,人力资源社会保障,0802,人事工作,080202,人事招考,机关事业单位人员招聘考试的信息咨询、投诉等,19,
db44t2479-2024:0802:080203,08,人力资源社会保障,0802,人事工作,080203,人事档案,涉及人事档案（个人身份、学历、资历等方面资料）的查询、储存、转移等诉求,19,
db44t2479-2024:0802:080204,08,人力资源社会保障,0802,人事工作,080204,人才引进,人才引进方面的政策咨询、建议等诉求,19,
db44t2479-2024:0802:080205,08,人力资源社会保障,0802,人事工作,080205,职业等级证书,信息咨询、监管投诉等诉求,19,
db44t2479-2024:0802:080206,08,人力资源社会保障,0802,人事工作,080206,离休退休,离休退休的政策咨询、手续办理等诉求,19,
db44t2479-2024:0802:080299,08,人力资源社会保障,0802,人事工作,080299,其他人事工作,未列入上述内容的其他人事工作相关诉求,19,
db44t2479-2024:0803:080301,08,人力资源社会保障,0803,创业服务,080301,创业孵化基地,政策咨询、业务办理事项咨询等诉求,19,
db44t2479-2024:0803:080302,08,人力资源社会保障,0803,创业服务,080302,一次性创业资助,政策咨询、业务办理事项咨询等诉求,19,
db44t2479-2024:0803:080303,08,人力资源社会保障,0803,创业服务,080303,创业租金补贴,业务办理事项咨询等诉求,19,
db44t2479-2024:0803:080304,08,人力资源社会保障,0803,创业服务,080304,创业带动就业补贴,业务办理事项咨询等诉求,19,
db44t2479-2024:0803:080305,08,人力资源社会保障,0803,创业服务,080305,创业担保贷款贴息,政策咨询、业务办理事项咨询等诉求,19,
db44t2479-2024:0803:080399,08,人力资源社会保障,0803,创业服务,080399,其他创业服务,未列入上述内容的其他创业服务相关诉求,19,
db44t2479-2024:0804:080401,08,人力资源社会保障,0804,劳动权益,080401,劳动环境,企事业单位劳动环境方面的咨询等诉求,19,
db44t2479-2024:0804:080402,08,人力资源社会保障,0804,劳动权益,080402,劳动能力鉴定,业务办理咨询、投诉等诉求,19,
db44t2479-2024:0804:080403,08,人力资源社会保障,0804,劳动权益,080403,带薪休假,带薪休假的政策咨询等诉求,19,
db44t2479-2024:0804:080404,08,人力资源社会保障,0804,劳动权益,080404,福利待遇,企事业单位福利待遇方面的诉求,20,
db44t2479-2024:0804:080405,08,人力资源社会保障,0804,劳动权益,080405,高温津贴,高温津贴相关诉求,20,
db44t2479-2024:0804:080499,08,人力资源社会保障,0804,劳动权益,080499,其他劳动权益,未列入上述内容的其他劳动权益相关诉求,20,
db44t2479-2024:0805:080501,08,人力资源社会保障,0805,劳动纠纷,080501,未按规定参保,未按规定参保相关诉求,20,
db44t2479-2024:0805:080502,08,人力资源社会保障,0805,劳动纠纷,080502,劳动合同,劳动合同相关诉求,20,
db44t2479-2024:0805:080503,08,人力资源社会保障,0805,劳动纠纷,080503,集体合同,集体合同相关诉求,20,
db44t2479-2024:0805:080504,08,人力资源社会保障,0805,劳动纠纷,080504,解除、终止劳动关系,解除、终止劳动关系相关诉求,20,
db44t2479-2024:0805:080505,08,人力资源社会保障,0805,劳动纠纷,080505,休息休假,制度及其实施情况的诉求,20,
db44t2479-2024:0805:080506,08,人力资源社会保障,0805,劳动纠纷,080506,女职工特殊劳动保护,对孕期、产期、哺乳期、禁忌作业等方面的诉求,20,
db44t2479-2024:0805:080507,08,人力资源社会保障,0805,劳动纠纷,080507,违法用工,对企事业单位违法雇佣工人等方面的诉求,20,
db44t2479-2024:0805:080508,08,人力资源社会保障,0805,劳动纠纷,080508,拖欠、克扣工资,对企事业单位无故拖欠员工薪资等方面的诉求,20,
db44t2479-2024:0805:080509,08,人力资源社会保障,0805,劳动纠纷,080509,补偿、赔偿,事务咨询、投诉等诉求,20,
db44t2479-2024:0805:080599,08,人力资源社会保障,0805,劳动纠纷,080599,其他劳动纠纷,未列入上述内容的其他劳动纠纷的相关诉求,20,
db44t2479-2024:0806:080601,08,人力资源社会保障,0806,失业就业服务,080601,失业就业登记,相关业务办理的咨询投诉等诉求,20,
db44t2479-2024:0806:080602,08,人力资源社会保障,0806,失业就业服务,080602,农民工培训,农民工培训政策咨询、申请办理等诉求，包括免费提供城市生活、文化素质、法律知识、安全常识、健康卫生等基础素质教育培训,20,
db44t2479-2024:0806:080603,08,人力资源社会保障,0806,失业就业服务,080603,外国人就业,业务办理咨询、信息咨询等诉求,20,
db44t2479-2024:0806:080604,08,人力资源社会保障,0806,失业就业服务,080604,就业援助,就业援助政策咨询、手续咨询、投诉等诉求，包括免费提供职业指导、岗位信息、就业困难和零就业家庭认定等方面服务,20,
db44t2479-2024:0806:080605,08,人力资源社会保障,0806,失业就业服务,080605,就业补贴,政策咨询、业务办理等诉求,20,
db44t2479-2024:0806:080606,08,人力资源社会保障,0806,失业就业服务,080606,招用补贴,业务办理咨询、投诉等诉求,20,
db44t2479-2024:0806:080607,08,人力资源社会保障,0806,失业就业服务,080607,就业见习服务,信息咨询等诉求,20,
db44t2479-2024:0806:080608,08,人力资源社会保障,0806,失业就业服务,080608,毕业报到,政策咨询、业务办理等诉求,20,
db44t2479-2024:0806:080609,08,人力资源社会保障,0806,失业就业服务,080609,职业中介管理,职业中介相关信息的诉求,20,
db44t2479-2024:0806:080610,08,人力资源社会保障,0806,失业就业服务,080610,职业技能,政策咨询、业务办理等诉求,20,
db44t2479-2024:0806:080611,08,人力资源社会保障,0806,失业就业服务,080611,职称评审,政策咨询、业务办理、监管投诉等诉求,20,
db44t2479-2024:0806:080699,08,人力资源社会保障,0806,失业就业服务,080699,其他就业服务,未列入上述内容的其他失业、就业相关诉求,20,
db44t2479-2024:0807:080701,08,人力资源社会保障,0807,积分管理,080701,积分入户,积分入户政策、办理手续等诉求,20,
db44t2479-2024:0807:080702,08,人力资源社会保障,0807,积分管理,080702,积分入学,积分入学政策、办理手续等诉求,20,
db44t2479-2024:0807:080799,08,人力资源社会保障,0807,积分管理,080799,其他积分管理,未列入上述内容的其他积分管理相关诉求,20,
db44t2479-2024:0901:090101,09,民政社区,0901,民政救济,090101,长者服务,政策咨询、业务办理等诉求,20,
db44t2479-2024:0901:090102,09,民政社区,0901,民政救济,090102,残疾人保障,政策咨询、业务办理等诉求,20,
db44t2479-2024:0901:090103,09,民政社区,0901,民政救济,090103,境内外来人员服务,外省、外市等外来人员管理服务的政策咨询、业务办理等诉求,20,
db44t2479-2024:0901:090104,09,民政社区,0901,民政救济,090104,未成年人服务,政策法规咨询、业务办理咨询、对违反未成年人保护等行为的投诉、举报等诉求,21,
db44t2479-2024:0901:090105,09,民政社区,0901,民政救济,090105,殡葬管理,政策咨询、业务办理等诉求,21,
db44t2479-2024:0901:090106,09,民政社区,0901,民政救济,090106,行政区域界线和地名管理,信息查询、监管投诉等诉求,21,
db44t2479-2024:0901:090107,09,民政社区,0901,民政救济,090107,社会团体管理,登记办理、行为投诉等诉求,21,
db44t2479-2024:0901:090108,09,民政社区,0901,民政救济,090108,困难群体救助,政策咨询、业务办理等诉求,21,
db44t2479-2024:0901:090109,09,民政社区,0901,民政救济,090109,优抚安置,政策咨询、业务办理等诉求,21,
db44t2479-2024:0901:090110,09,民政社区,0901,民政救济,090110,救灾募捐,政策咨询、业务办理等诉求,21,
db44t2479-2024:0901:090111,09,民政社区,0901,民政救济,090111,婚姻登记,信息咨询、业务办理等诉求,21,
db44t2479-2024:0901:090112,09,民政社区,0901,民政救济,090112,基层组织建设,信息咨询、问题反映、业务办理等诉求,21,
db44t2479-2024:0901:090113,09,民政社区,0901,民政救济,090113,志愿服务事务,信息咨询、问题反映、业务办理等诉求,21,
db44t2479-2024:0901:090199,09,民政社区,0901,民政救济,090199,其他民政救济,未列入上述内容的其他民政救济相关诉求,21,
db44t2479-2024:0902:090201,09,民政社区,0902,彩票管理,090201,福利彩票,对福利彩票的发行、销售、兑奖等方面的管理事宜的咨询、投诉等诉求,21,
db44t2479-2024:0902:090202,09,民政社区,0902,彩票管理,090202,体育彩票,彩票活动信息查询、违规操作投诉举报等诉求,21,
db44t2479-2024:0902:090299,09,民政社区,0902,彩票管理,090299,其他彩票管理,未列入上述内容的其他彩票管理相关诉求,21,
db44t2479-2024:0903:090301,09,民政社区,0903,社区管理,090301,居民选举,居民选举政策咨询、投诉等诉求,21,
db44t2479-2024:0903:090302,09,民政社区,0903,社区管理,090302,业委会建设管理,业委会建设、成员管理的诉求,21,
db44t2479-2024:0903:090303,09,民政社区,0903,社区管理,090303,家庭纠纷,家庭纠纷问题的诉求，如父母与子女之间的教育问题、婆媳关系等,21,
db44t2479-2024:0903:090304,09,民政社区,0903,社区管理,090304,儿童保护,儿童受到侵犯行为的诉求，如虐童、父母疏于照料等问题的举报,21,
db44t2479-2024:0903:090305,09,民政社区,0903,社区管理,090305,邻里纠纷,对个人之间的口角矛盾、债务纠纷等问题的举报、投诉等诉求,21,
db44t2479-2024:0903:090399,09,民政社区,0903,社区管理,090399,其他社区管理,未列入上述内容的其他社区管理相关诉求,21,
db44t2479-2024:0904:090401,09,民政社区,0904,生活服务,090401,号码查询,生活服务电话查询,21,
db44t2479-2024:0904:090402,09,民政社区,0904,生活服务,090402,地址查询,生活服务地点查询,21,
db44t2479-2024:0904:090403,09,民政社区,0904,生活服务,090403,水电气暖,水电气暖服务资费标准、缴纳办法、故障维护、投诉等诉求,21,
db44t2479-2024:0904:090499,09,民政社区,0904,生活服务,090499,其他生活服务,未列入上述内容的其他生活服务相关诉求,21,duplicate_printed_code_090499
db44t2479-2024:0905:090501,09,民政社区,0905,民族宗教,090501,民族管理,民族法律法规制度、事务办理等诉求,21,
db44t2479-2024:0905:090502,09,民政社区,0905,民族宗教,090502,宗教管理,宗教法律法规制度、事务办理等诉求,21,
db44t2479-2024:0905:090499,09,民政社区,0905,民族宗教,090499,其他民族宗教,未列入上述内容的其他民族宗教相关诉求,21,duplicate_printed_code_090499
db44t2479-2024:0906:090601,09,民政社区,0906,港澳台侨务事务,090601,香港澳门工作,香港澳门事务办理等诉求,21,
db44t2479-2024:0906:090602,09,民政社区,0906,港澳台侨务事务,090602,台湾工作,台湾收复协商等诉求,21,
db44t2479-2024:0906:090603,09,民政社区,0906,港澳台侨务事务,090603,侨务工作,保护华侨、归侨和侨眷的正当权益的咨询等诉求,21,
db44t2479-2024:0906:090699,09,民政社区,0906,港澳台侨务事务,090699,其他港澳台侨务事务,未列入上述内容的其他港澳台侨务事务相关诉求,21,
db44t2479-2024:1001:100101,10,市场监管,1001,商事管理,100101,市场主体登记、备案,企业设立、变更、注销等诉求,22,
db44t2479-2024:1001:100102,10,市场监管,1001,商事管理,100102,企业年报,企业年报咨询、投诉、建议等诉求,22,
db44t2479-2024:1001:100103,10,市场监管,1001,商事管理,100103,商标审查,转让、注销、注册、续展、使用许可备案、商标规费及缴费方式、删减商标服务项目、出具商标证明、撤回申请、补发、驳回复审、变更等诉求,22,
db44t2479-2024:1001:100104,10,市场监管,1001,商事管理,100104,移出经营异常名录,移出经营办理咨询等诉求,22,
db44t2479-2024:1001:100105,10,市场监管,1001,商事管理,100105,商事登记基本信息、档案查询,企业商事登记信息或档案查询咨询、投诉、建议，小微企业名录查询等诉求,22,
db44t2479-2024:1001:100106,10,市场监管,1001,商事管理,100106,守合同重信用活动,守合同重信用活动相关诉求,22,
db44t2479-2024:1001:100107,10,市场监管,1001,商事管理,100107,资信证明,出具证明等诉求,22,
db44t2479-2024:1001:100108,10,市场监管,1001,商事管理,100108,标准化管理,商品条码、标准实施、地方标准/团体标准等诉求,22,
db44t2479-2024:1001:100199,10,市场监管,1001,商事管理,100199,其他商事管理,未列入上述内容的其他商事管理相关诉求,22,
